inchi_key	n_annotations	target_genes	annotated_moas	smiles
UGLLZXSYRBMNOS-UHFFFAOYSA-N	1			NS(=O)(=O)c1ccc2c(c1)CNCC2
UGMPOJSWOINMDE-UHFFFAOYSA-N	1	CCKAR	CCKAR antagonist	Nc1cc2c(cn1)[nH]c1ccccc12
UGTJLJZQQFGTJD-UHFFFAOYSA-N	1			
UGYXPZQILZRKJJ-UHFFFAOYSA-N	1	HRH4	HRH4 agonist	Cc1nc[nH]c1CCN
UHDGCWIWMRVCDJ-CCXZUQQUSA-N	4	REV3L,POLB	DNA Polymerase Inhibitors,Antimetabolites	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
UHUQDQUVZJEUKR-UHFFFAOYSA-N	2	MUSK	VEGFR Inhibitors,Angiogenesis Inhibitors	O=C(Nc1cc2ccccc2cn1)c1ccccc1NCc1ccncc1
UIAGMCDKSXEBJQ-UHFFFAOYSA-N	8	CACNG1,CACNB4,CACNB1,CACNA1S,CACNA1E,CACNA1D,CACNA1C,CACNA1A	Calcium channel inhibitor L-type	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
UIAYVIIHMORPSJ-UHFFFAOYSA-N	3	PDE3A,PDE3B,ENPP3	Phosphodiesterase III Inhibitors	CN(C(=O)CCCOc1ccc2nc(O)ccc2c1)C1CCCCC1
UIEBLUZPSFAFOC-UHFFFAOYSA-N	1	NR1D1	REV-ERB anatagonist	CCOC(=O)C1Cc2ccccc2CN1C(=O)c1ccc(SC)s1
UIFFUZWRFRDZJC-SBOOETFBSA-N	3	UQCRC1	Electron transport chain inhibitor,Electron Transport Chain Inhibitors,Cytochrome c reductase	CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C
UIHKDOBBVHGTAQ-UHFFFAOYSA-N	1	CHRM1	Muscarinic Agonists	CCN1C(=O)CC2(CCN(C)CC2)C1=O
UIURJGHFUQVQKB-UHFFFAOYSA-N	1	PTK2	Focal Adhesion Kinase (FAK) Inhibitors	COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1
UIYYKSUHRZUEQP-VIFPVBQESA-N	2	MAP2K7	Inhibitors of Signal Transduction Pathways,Mitogen-Activated Protein (MAP) Kinase Kinase (MEK) Inhibitors	CSc1ccc(Nc2c(C(=O)NOC[C@H](C)O)cc(F)c(=O)n2C)c(F)c1
UJBBWPQMJVUYPP-INIZCTEOSA-N	2	CTSV,CTSL3P	Cathepsin L Inhibitors	Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1
UJLAWZDWDVHWOW-YPMHNXCESA-N	8	TYK2,JAK3,JAK2,JAK1	Jak1 tyrosine kinase inhibitor,Jak3 tyrosine kinase inhibitor	C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
UJNGIXKARARJGM-UHFFFAOYSA-N	1	LSS	Lanosterol Synthase Inhibitors	C=CCN(C)Cc1ccc(-c2ccc(C(=O)c3ccccc3)cc2)cc1
UJORPFQWUKFXIE-UHFFFAOYSA-N	1	BUB1	BUB1 mitotic checkpoint serine/threonine kinase inhibitor	CCOc1cc(F)c(Cn2nc(-c3ncc(OC)c(Nc4ccncc4)n3)c3c2CCC3)c(F)c1
UJTNRXYTECQKFO-QHCPKHFHSA-N	1	AGTR1	AGTR1 antagonist	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)OC)C(C)C
UJVDJAPJQWZRFR-DHIUTWEWSA-N	4	GHSR	Signal Transduction Modulators,Growth Hormone Secretagogues,GHS Receptor Agonists,FOS Expression Enhancers	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O
UJVLDDZCTMKXJK-WNHSNXHDSA-N	1	NR3C2	Mineralocorticoid Receptor (MR) Antagonists	C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1
UKHMZCMKHPHFOT-UHFFFAOYSA-N	1	ADCY5	Adenylate Cyclase Inhibitors	Nc1ncnc2c1ncn2C1CCCO1
UKLKGWPUCHYHCT-KRWDZBQOSA-N	1	CTSL	cathepsin L (CTSL1) inhibitor	Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC#N
UKMJWGFHXMGRNG-VZUYHUTRSA-O	1	BDKRB2	BDKRB2 antagonist	CCCC[P+](CCCC)(CCCC)Cc1ccc(NC(=O)[C@@H](Cc2ccc3ccccc3c2)N/C(=N/C2CCCCC2)NC2CCCCC2)cc1
ULDXWLCXEDXJGE-UHFFFAOYSA-N	6	AKT3,AKT2,AKT1	Protein Kinase B (PKB/Akt) Inhibitors,AKT inhibitor	NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
ULEDNDFVPJDVMX-UHFFFAOYSA-N	1	TNK2	ACK tyrosine kinase inhibitor	
ULFRLSNUDGIQQP-UHFFFAOYSA-N	4	HTR1B,HTR1D	5-HT1D Agonists,5-HT1B Agonists	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
ULFUJLFTRWWLPO-UHFFFAOYSA-N	1	TGFBR2	TGFBR2 degrador	CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(-c2ccccc2)cc1
ULGABHCZIJXUFO-UHFFFAOYSA-N	1			
ULGZDMOVFRHVEP-RWJQBGPGSA-N	2	MLNR	NF-kappaB (NFKB) Activation Inhibitors,Motilin Receptor Agonists	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
ULKIYKLTKXRBOD-UHFFFAOYSA-N	2	FOLH1	NAAG Peptidase, FOLH1, PSMA) Inhibitors,Glutamate Carboxypeptidase II (NAALADase	O=C(O)C(CP(=O)(O)O)c1ccccc1
ULNXAWLQFZMIHX-UHFFFAOYSA-N	2	EZH2	PRC2/EZH2,EZH2 gene inhibitor	CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C
ULSSJYNJIZWPSB-CVRXJBIPSA-N	10	APH1A,APH1B,PSEN1,PSEN2,PSENEN	Antiamyloidogenic Agents,gamma-Secretase Inhibitors	C[C@H](NC(=O)[C@@H](O)c1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21
ULUARQDPFVJPMB-UHFFFAOYSA-N	1	KLKB1	Plasma Kallikrein (KLKB1) Inhibitor	COc1ccc(Cn2cc(C(=O)NCc3c(C)cc(N)nc3C)cn2)cc1
ULXXDDBFHOBEHA-CWDCEQMOSA-N	9	ERBB4,ERBB2,EGFR	Inhibitors of Signal Transduction Pathways,HER2 (erbB2) Inhibitors,Irreversible EGFR (HER1 erbB1) Inhibitors	CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
ULYONBAOIMCNEH-UHFFFAOYSA-N	1	KCNMA1	Large Conductance K(Ca) 1.1 (BK, maxi K+) Channel Activators	COc1ccc(Cl)cc1C1(F)C(=O)Nc2cc(C(F)(F)F)ccc21
UMJJGDUYVQCBMC-UHFFFAOYSA-N	6	AMD1,ODC1	S-Adenosyl-L-methionine Decarboxylase Inhibitors,Ornithine Decarboxylase Inhibitors,Antimetabolites	CCNCCCNCCCNCCCNCC
UMKHUSRDQFQHAK-RNJMTYCLSA-N	1	NPFFR1	Neuropeptide FF Receptor Antagonists	N=C(N)NCCC[C@H](NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
UMOGNCVNHXWFIX-VIFPVBQESA-N	1	CFTR	CFTR channel corrector	C[C@H](O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N
UMQOTZCXVAMZNY-UHFFFAOYSA-N	8	P4HA1,P4HA2,P4HA3,P4HB	Prolyl 4-Hydroxylase Inhibitors,Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitors	Cn1c(=O)c(C(=O)NCC(=O)O)c(O)c2ccccc21
UMQUQWCJKFOUGV-UHFFFAOYSA-N	1	ADRB3	beta3-Adrenoceptor Agonists	CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12
UMRRDXVUROEIKJ-JCXBGQGISA-N	6	CBX4,CBX7,CDYL2	CDX4 gene inhibitor,CBX and CDY Kme inhibitor	CCN(CC)CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)N[C@@H](CO)C(=O)OC
UMTDAKAAYOXIKU-UHFFFAOYSA-N	4	ADRA1B,HTR1A	5-HT1A Receptor Antagonists,ADRA1B gene modulator	COc1ccccc1N1CCN(CC(C(=O)NC(C)(C)C)c2ccccc2)CC1
UMUPQWIGCOZEOY-JOCHJYFZSA-N	1	GH1	Growth Hormone Secretagogues	CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12
UNFJLRCZNPDZMZ-UHFFFAOYSA-N	1	PTPN11	Protein Tyrosine Phosphatase SHP-2 (PTP2C) Inhibitors	O=C1CN(Cc2ccccc2)S(=O)(=O)N1
UNJUKEICOWKRIH-MGBGTMOVSA-N	6	KCNH2,RABGGTB,RABGGTA	Geranylgeranyl Transferase Type I (GGTase-I) Inhibitors,Rab GGTase Inhibitors	COc1ccc(S(=O)(=O)N2Cc3cc(-c4ccc(C#N)o4)ccc3N(Cc3cncn3C)C[C@H]2Cc2ccc(OC(=O)NCc3ccccc3)cc2)cc1
UNQXIRZDOXDTMH-UHFFFAOYSA-N	1	CYP11B2	Cytochrome P450 11B2 (Aldosterone Synthase) Inhibitors	CCS(=O)(=O)NCc1cncc(-c2c(C#N)c3ccc(Cl)cc3n2C)c1
UNXVDXCOSNSFJO-VAMGGRTRSA-N	4	CDK9	Transcription inhibitor,CDK9 inhibitor	COC[C@@H](C)N[C@H]1CC[C@H](Nc2cc(-c3cncc(OCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
UOEJSOXEHKCNAE-UHFFFAOYSA-N	4	PDGFRB,PDGFRA	Angiogenesis Inhibitors,PDGFR Inhibitors	Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1
UPABQMWFWCMOFV-UHFFFAOYSA-N	1			c1ccc(CCNCc2ccccc2)cc1
UPCODGKQZAKIAC-UHFFFAOYSA-N	24	PRKCA,ABL1,ABL2,EGFR,SRC,ERBB2	Protein Kinase C (PKC) Inhibitors,Abl Kinase Inhibitors,erbB1) Inhibitors,EGFR (HER1	Nc1ccc(-c2cc3c(N4CCCc5ccccc54)ncnc3[nH]2)cc1
UPJCYXIOWHZRLU-GQCTYLIASA-N	2	PIP5K1C,PIKFYVE	Methuosis inducer	COc1ccc2[nH]c(C)c(/C=C/C(=O)c3ccncc3)c2c1
UPNAOLQUAQLVHO-GBLZOACLSA-N	1	CFD	Complement Factor D (CFD) Inhibitor	NC(=O)n1cc(NC(=O)N2[C@H](C(=O)NCc3cccc(Cl)c3F)C[C@H]3C[C@H]32)c2cc(OCC(=O)O)ccc21
UPZWINBEAHDTLA-UHFFFAOYSA-N	1	GRM5	MGLUR5 NAM	Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1
UQHINZSKNAAVOZ-UHFFFAOYSA-N	2	AURKA	Aurora-A (ARK1) Kinase Inhibitors,Antimitotic Drugs	OCCNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12
UQHKJRCFSLMWIA-UHFFFAOYSA-N	4	CAMK2D,PRKCA	Protein Kinase C (PKC) Inhibitors,Non-Steroidal Antiinflammatory Drugs	Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21
UQIUWUJYJBQZBY-UHFFFAOYSA-N	1	PIK3CG	PI3 kinase p85 regulatory subunit gamma inhibitor	Cc1ncc(-c2cc(-c3cc(S(=O)(=O)NCC(C)(C)O)ccc3C)cnc2N)o1
UQRORFVVSGFNRO-UTINFBMNSA-N	12	SLC5A4,GAA,UGCG	Ceramide Glucosyltransferase Inhibitors,alpha-Glucosidase Inhibitors,Pharmacological Chaperones,SGLT-3 Activators	CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
UQRORFVVSGFNRO-XFWSIPNHSA-N	1	UGCG	Ceramide Glucosyltransferase Inhibitors	CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO
UQXBDKCUDUINDD-UHFFFAOYSA-N	1			Cc1c(Cc2ccc(Cl)cc2)c(=O)oc2cc(OCc3nn[nH]n3)cc(OCc3nn[nH]n3)c12
URATWWKSRAPWRM-UHFFFAOYSA-N	2	MAPKAPK2	MAPKAP-K2 (MK2) Inhibitors,Inhibitors of Signal Transduction Pathways	COCCN(C)c1cc2n(c(=O)n1)CCc1cc(OC)ccc1-2
UREBDLICKHMUKA-CXSFZGCWSA-N	1	NR3C1	Antiinflammatory Drugs	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
UREJDUPKGMFJRU-UHFFFAOYSA-N	1	SSTR4	Somatostatin srif2B (sst4) Agonists	S=C(NCCCc1c[nH]cn1)NCCCN(Cc1ccc(Cl)c(Cl)c1)c1ccc(Br)cn1
URFCJEUYXNAHFI-UHFFFAOYSA-N	6	SRD5A1,SRD5A2,AR	Steroid 5alpha-Reductase Inhibitors,Androgen Receptor Ligands	O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21
URKOMYMAXPYINW-UHFFFAOYSA-N	3	HTR1E,HTR1F,ADRA1B	alpha1-Adrenoceptor Antagonists	OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
URRVADSRTAEFCN-UHFFFAOYSA-N	1			
URUHKHGBRNTPGA-UHFFFAOYSA-N	1	CACNA1B	N-Type Calcium Channel (Ca(v) 2.2) Blockers	Nc1cc(-c2ccccc2)nc2ccccc12
URWCXPXBBITYLR-UHFFFAOYSA-N	1	NUDT1	NUDT1 gene inhibitor	CNc1cc(-c2cccc(Cl)c2Cl)nc(N)n1
URWYQGVSPQJGGB-DHUJRADRSA-N	2	ADRB2,CHRM3	Muscarinic M3 receptor antagonist, Beta 2 adrenoceptor agonist	COc1cc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12
USEMRPYUFJNFQN-UHFFFAOYSA-N	2	KCNN3,KCNN2	Small Conductance SK(Ca) 2.3 (SK3, SKCa3, hKCa3) Channel Activators	Cc1cc(NC2CCCCC2)nc(-n2nc(C)cc2C)n1
USFUFHFQWXDVMH-UHFFFAOYSA-N	1	HTR2B	HTR2B antagonist	Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1
USGGSIVMQBZIHX-UHFFFAOYSA-N	2	CA2,CA1	Carbonic anhydrase inhibitor	NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1
USGVVEIZVFGZSW-OAHLLOKOSA-N	1	CXCR2	CXCR2 antagonist	CC[C@@H](Nc1c(Nc2ccc(Cl)c(S(=O)(=O)Nc3ccncc3)c2O)c(=O)c1=O)c1ccc(C)o1
USNOFOHMTMYBSM-QWAKEFERSA-N	11	MMP14,MMP15,MMP16,MMP17,MMP11,MMP19,MMP20,MMP21,MMP23A,MMP27,MMP28	Collagenase Inhibitors	CC(C)C[C@H](NC(=O)C(CS)CCc1ccccc1)C(=O)Nc1ccccc1
USUWIEBBBWHKNI-KHIFEHGGSA-N	1			Cc1cc(-n2nc3c(c2-n2ccn(-c4ccc5c(cnn5C)c4F)c2=O)[C@H](C)N(C(=O)c2cc4cc([C@H]5CCOC(C)(C)C5)ccc4n2[C@@]2(c4noc(=O)[nH]4)C[C@@H]2C)CC3)cc(C)c1F
USWLOKMMUTWFMD-UHFFFAOYSA-N	1	GLI1	Hedgehog Signaling Inhibitors	c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1
USZAGAREISWJDP-UHFFFAOYSA-N	4	PDE4A,PDE4C,PDE4D,PDE4B	PDE4 inhibitor use for topical application	N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1
UTAJHKSGYJSZBR-UHFFFAOYSA-N	1	KCNK3	KCNK3 gene inhibitor	COc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccc(C)c2)c1
UTBSBSOBZHXMHI-CABCVRRESA-N	6	CCNA1,CCNB2,CCNB3,CDK2,CDK1,RPS6KA3	CDK inhibitor	CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCCC[C@H]3N)nc21
UTNUDOFZCWSZMS-YFHOEESVSA-N	1	DHODH	Dihydroorotate Dehydrogenase (DHODH) Inhibitors	C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
UTOXGQNLFXWCMS-QGZVFWFLSA-N	1	BMP1	Procollagen C-Proteinase Inhibitors	CS(=O)(=O)N1CCC(c2noc([C@H](CCCC3CCCCC3)CC(=O)NO)n2)CC1
UTZAFVPPWUIPBH-QSLRECBCSA-N	1	PEBP1	RKIP-RAF1 interaction inhibitor	C/C=C/C(=O)N1C(=O)OC[C@@H]1Cc1ccccc1
UUCCOLYYQJSQJL-UHFFFAOYSA-N	1	MCHR1	Melanin-Concentrating Hormone MCH-R1 (SLC-1) Receptor Ligands	CCN1CCN(c2cc(C)c3cc(NC(=O)COc4ccc(Cl)cc4)ccc3n2)CC1
UUDAMDVQRQNNHZ-UHFFFAOYSA-N	1			Cc1o[nH]c(=O)c1CC(N)C(=O)O
UUDYZUDTQPLDDP-UHFFFAOYSA-N	1	GRIK1	iGluR5 (GluK5) Antagonists	O=C(Nc1cc(NC(=O)c2ccccc2)c(C(=O)O)cc1C(=O)O)c1ccccc1
UUFFVQSTMWBCOG-UHFFFAOYSA-N	1	PROKR1	Prokineticin 1 Receptor (PKR1) Antagonist	COc1ccc(Cn2c(NCc3cccnc3N)nc(=O)n(Cc3ccc(OC)cc3)c2=O)cc1
UUKJKGJWLSRNNK-UHFFFAOYSA-N	1	CELA1	Elastase inhibitor	O=c1oc(-c2ccco2)nc2ccccc12
UULIGRNKXHCLQN-WGSAOQKQSA-N	3	NPY5R	NPY5R antagonist,Neuropeptide Y5 (NPY Y5) Antagonists,Reduced Feeding in mice	Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12
UUMKQZVEZSXWBY-HNNXBMFYSA-N	6	ECE1,ECE2,MME	Neprilysin (Enkephalinase, Neutral Endopeptidase, NEP) Inhibitors,Endothelin-Converting Enzyme (ECE) Inhibitors	O=P(O)(O)CN[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1
UUOJIACWOAYWEZ-UHFFFAOYSA-N	1	ADRB1	beta1-Adrenoceptor Antagonists	Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1
UUQMNUMQCIQDMZ-UHFFFAOYSA-N	4	HRH1,HRH3	Histamine H1 Receptor Agonists,Histamine H3 Receptor Antagonists	CNCCc1ccccn1
UUSJIECFMYLBBU-UHFFFAOYSA-N	2	AMD1	S-Adenosyl-L-methionine Decarboxylase Inhibitors,Antimetabolites	N=C(N)c1cccc(-c2cccc(C(=N)N)n2)n1
UUTKICFRNVKFRG-WDSKDSINSA-N	1			
UVFVGMMQAMBWJB-IFQMDVHZSA-N	1	NR2F6	NR2F6 Agonists	
UVIQSJCZCSLXRZ-UBUQANBQSA-N	2	CYP17A1	Cytochrome P450 CYP17 (17alpha-Hydroxylase/C17-20 Lyase) Inhibitors,Androgen Biosynthesis Inhibitors	CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1
UVKZSORBKUEBAZ-UHFFFAOYSA-N	2	HRH1,SULT1E1	Drugs Acting on Histamine Receptors	CN1CCN(C(c2ccccc2)c2ccccc2)CC1
UVPYXZGUFFMABH-UHFFFAOYSA-N	2	ZAP70	ZAP70 Kinase Inhibitors,ALK Inhibitors	CNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1C
UVSVTDVJQAJIFG-VURMDHGXSA-N	2	BTK	Bruton's Tyrosine Kinase (BTK) Inhibitors,Inhibitors of Signal Transduction Pathways	C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br
UVSWWUWQVAQPJR-UHFFFAOYSA-N	4	SIGMAR1	sigma1 Receptor Agonists,Acetylcholine Release Enhancers	COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC
UVTGPXVPTNTUDR-URLMMPGGSA-N	1	EDNRB	EDNRB gene inhibitor	Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccno3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1
UVTNFZQICZKOEM-UHFFFAOYSA-N	12	SCN5A,CHRM3,CHRM2,CHRM1,KCND3,KCND2	Sodium Channel Blocker,Antiarrhythmic agent	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
UVVWQQKSNZLUQA-UHFFFAOYSA-N	1	NR4A1	NR4A1 gene stimulator	CCCCCCCC(=O)c1c(O)cc(O)cc1CC(=O)OCC
UWKQSNNFCGGAFS-XIFFEERXSA-N	1	TOP1	DNA Topoisomerase I Inhibitors	CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
UWQXWOJVNASZLI-UHFFFAOYSA-N	1	FFAR3	GPR41 agonist	CC1=C(C(=O)Nc2ccccc2C)C(c2cccc([N+](=O)[O-])c2)C2=C(CCCC2=O)N1
UXCGGTCHSALBPY-UGSOOPFHSA-N	1	ADRA2B	ADRA2B antagonist	C[C@H]1[C@H]2c3ccccc3Cc3ccccc3N2CN1C
UXGJAOIJSROTTN-UHFFFAOYSA-N	1	CHEK2	Checkpoint Kinase 2 (Chk2) Inhibitors	NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1
UXIPFQUBOVWAQW-UEBLJOKOSA-N	1	HTR2A	5-HT2 Antagonists	
UXNUAPAXTLFKIZ-TWGQIWQCSA-N	2	PTGER3,PTGFR	Non-Opioid Analgesics	
UXOWGYHJODZGMF-QORCZRPOSA-N	1	REN	Renin Inhibitors	COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
UXRKUKRXVWJFER-UHFFFAOYSA-N	2	ACTR2,ACTR3	ARP2/3 Complex inhibitor	Cc1[nH]c2ccccc2c1CCNC(=O)c1ccccc1F
UXXQOJXBIDBUAC-UHFFFAOYSA-N	12	PDGFRB,FLT3,KIT	Angiogenesis Inhibitors,KIT (C-KIT) Inhibitors,PDGFRbeta Inhibitors,Flt3 (FLK2/STK1) Inhibitors	COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
UYBRROMMFMPJAN-UHFFFAOYSA-N	1			
UYFZCWXRMHSLTC-UHFFFAOYSA-N	2	SLC14A1,SLC14A2	Urea transporter inhibitor	CCc1ccc(S(=O)(=O)c2nnn3c2nc(NCc2cccs2)c2sccc23)cc1
UYJNQQDJUOUFQJ-UHFFFAOYSA-N	2	PTK2	IGF-1R Inhibitors,Focal Adhesion Kinase (FAK) Inhibitors	CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
UYJZZVDLGDDTCL-UHFFFAOYSA-N	4	PARP1,P2RY12	poly(ADP-ribose) Glycohydrolase (PARG) Inhibitors,NAD+ ADP-Ribosyltransferase (poly(ADP-ribose)polymerase PARP) Inhibitors	CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1
UYUHRKLITDJEHB-UHFFFAOYSA-N	3	SIK1,SIK2,SIK3	SIK1 gene inhibitor	COc1ccc(N(C(=O)Nc2c(C)cccc2C)c2cc(Nc3ccc(N4CCN(C)CC4)cc3)ncn2)c(OC)c1
UYZWTXQOSZVCEP-UHFFFAOYSA-N	7	SGK1,CDK8,CDK19,MKNK2,MKNK1,MAP3K19,FLT3	MAPK-Interacting Kinase (MNK) Inhibitors	NC(=O)c1ccc(Nc2ncnc3ccsc23)c(OC2CCOC2)c1
UZDFSRHIULMBOE-UHFFFAOYSA-N	1	SPPL2A	Known SPPL2A inhibitor	
UZIATSFXNVOVFE-OAHLLOKOSA-N	2	DYRK1A,GSK3B	DYRK-1 alpha protein kinase inhibitor	CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC[C@@H](C(=O)O)C3)n2)c1
UZMWVMXNKZSFIP-UHFFFAOYSA-N	2	IL5	IL-5 Production Inhibitors,Mediator Release Inhibitors	O=C(Cn1c2ccccc2c2c(N3CCCC3)nc(N3CCCC3)nc21)N1CCCC1
VAAUVRVFOQPIGI-SPQHTLEESA-N	1			CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1
VACOAVABSSAQET-UHFFFAOYSA-N	1	LPAR1	LPAR1 agonist	
VAKCXGDNXZOYKE-UHFFFAOYSA-N	1	TOP2A	TOP2A catalytic inhibitor	COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C(=O)c2nc3ccccc3s2)cc1
VAYJLOGCWOXMAS-UHFFFAOYSA-N	2	LTB4R,LTB4R2	Leukotriene BLT (LTB4) Antagonists	COc1cc(C(=O)N(C(C)C)C(C)C)ccc1OCCCCCOc1ccc(C(=N)N)cc1
VAZAPHZUAVEOMC-UHFFFAOYSA-N	3	HDAC3,HDAC2,HDAC1	HDAC 1/2/3	CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1
VBIYDORVDCFKHM-UHFFFAOYSA-N	2	IRAK1,IRAK2	Interleukin-1 Receptor-Associated Kinase (IRAK) Inhibitors	O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1
VBWVJJZYUPVDPN-UHFFFAOYSA-N	6	HTR1F,HTR1E,ADRA1B	HTR1 modulator,ADRA1B antagonist	O=C(CCCN1CCc2[nH]c3ccc(F)cc3c2C1)c1ccc(F)cc1
VCACXGULTWUFOL-ZYHUDNBSSA-N	1	PTPN11	SHP2 inhibitor	Nc1nc(N2CCC3(CC2)C[C@H](O)C[C@H]3N)cnc1Sc1ccnc(Cl)c1Cl
VCKPUUFAIGNJHC-UHFFFAOYSA-N	1	GPR35	GPR35 agonist	
